代號,簡稱,市場別,產業別,更新日
4205,中華食,上櫃,食品工業,2026-06-19 06:24
4207,環泰,上櫃,食品工業,2026-06-19 06:24
4303,信立,上櫃,塑膠工業,2026-06-19 06:24
4304,勝昱,上櫃,塑膠工業,2026-06-19 06:24
4305,世坤,上櫃,塑膠工業,2026-06-19 06:24
4306,炎洲,上市,塑膠工業,2026-06-19 06:24
4401,東隆興,上櫃,紡織纖維,2026-06-19 06:24
4402,郡都開發,上櫃,紡織纖維,2026-06-19 06:24
4406,新昕纖,上櫃,紡織纖維,2026-06-19 06:24
4413,飛寶企業,上櫃,紡織纖維,2026-06-19 06:24
4414,如興,上市,紡織纖維,2026-06-19 06:24
4416,三圓,上櫃,建材營造業,2026-06-19 06:24
4417,金洲,上櫃,紡織纖維,2026-06-19 06:24
4419,皇家美食,上櫃,觀光餐旅,2026-06-19 06:24
4420,光明,上櫃,紡織纖維,2026-06-19 06:24
4426,利勤,上市,紡織纖維,2026-06-19 06:24
4430,耀億,上櫃,其他業,2026-06-19 06:24
4431,敏成健康,興櫃,其他業,2026-06-19 06:24
4432,銘旺實,上櫃,紡織纖維,2026-06-19 06:24
4433,興采,上櫃,紡織纖維,2026-06-19 06:24
4438,廣越,上市,紡織纖維,2026-06-19 06:24
4439,冠星-KY,上市,紡織纖維,2026-06-19 06:24
4440,宜新實業,上市,紡織纖維,2026-06-19 06:24
4441,振大環球,上市,紡織纖維,2026-06-19 06:24
4442,竣邦-KY,上櫃,紡織纖維,2026-06-19 06:24
4502,健信,上櫃,電機機械,2026-06-19 06:24
4503,金雨,上櫃,電機機械,2026-06-19 06:24
4506,崇友,上櫃,電機機械,2026-06-19 06:24
4510,高鋒,上櫃,電機機械,2026-06-19 06:24
4513,福裕,上櫃,電機機械,2026-06-19 06:24
4523,永彰,上櫃,電機機械,2026-06-19 06:24
4526,東台,上市,電機機械,2026-06-19 06:24
4527,方土霖,上櫃,電機機械,2026-06-19 06:24
4528,江興鍛,上櫃,電機機械,2026-06-19 06:24
4529,淳紳,上櫃,其他業,2026-06-19 06:24
4530,宏易,上櫃,觀光餐旅,2026-06-19 06:24
4532,瑞智,上市,電機機械,2026-06-19 06:24
4533,協易機,上櫃,電機機械,2026-06-19 06:24
4534,慶騰,上櫃,電機機械,2026-06-19 06:24
4535,至興,上櫃,電機機械,2026-06-19 06:24
4536,拓凱,上市,運動休閒,2026-06-19 06:24
4537,旭東,興櫃,光電業,2026-06-19 06:24
4538,大詠城,上櫃,電機機械,2026-06-19 06:24
4540,全球傳動,上市,電機機械,2026-06-19 06:24
4541,晟田,上櫃,其他業,2026-06-19 06:24
4542,科嶠,上櫃,電子零組件業,2026-06-19 06:24
4543,萬在,上櫃,電機機械,2026-06-19 06:24
4544,春日,興櫃,電機機械,2026-06-19 06:24
4545,銘鈺,上市,電子零組件業,2026-06-19 06:24
4546,長亨,興櫃,電機機械,2026-06-19 06:24
4549,桓達,上櫃,電機機械,2026-06-19 06:24
4550,長佳,上櫃,電機機械,2026-06-19 06:24
4551,智伸科,上市,汽車工業,2026-06-19 06:24
4552,力達-KY,上市,電機機械,2026-06-19 06:24
4553,盛復,興櫃,電機機械,2026-06-19 06:24
4554,橙的,上櫃,其他電子業,2026-06-19 06:24
4555,氣立,上市,電機機械,2026-06-19 06:24
4556,旭然,上櫃,其他業,2026-06-19 06:24
4557,永新-KY,上市,汽車工業,2026-06-19 06:24
4558,寶緯,上櫃,電機機械,2026-06-19 06:24
4559,久裕興,興櫃,運動休閒,2026-06-19 06:24
4560,強信-KY,上市,電機機械,2026-06-19 06:24
4561,健椿,上櫃,電機機械,2026-06-19 06:24
4562,穎漢,上市,電機機械,2026-06-19 06:24
4563,百德,上櫃,電機機械,2026-06-19 06:24
4564,元翎,上市,電機機械,2026-06-19 06:24
4565,宏偉,興櫃,電機機械,2026-06-19 06:24
4566,時碩工業,上市,電機機械,2026-06-19 06:24
4568,科際精密,上櫃,電機機械,2026-06-19 06:24
4569,六方科-KY,上市,汽車工業,2026-06-19 06:24
4570,傑生,興櫃,電機機械,2026-06-19 06:24
4571,鈞興-KY,上市,電機機械,2026-06-19 06:24
4572,駐龍,上市,電機機械,2026-06-19 06:24
4573,高明鐵,興櫃,電機機械,2026-06-19 06:24
4575,銓寶,興櫃,電機機械,2026-06-19 06:24
4576,大銀微系統,上市,電機機械,2026-06-19 06:24
4577,達航科技,上櫃,其他電子業,2026-06-19 06:24
4580,捷流閥業,上櫃,電機機械,2026-06-19 06:24
4581,光隆精密-KY,上市,汽車工業,2026-06-19 06:24
4583,台灣精銳,上市,電機機械,2026-06-19 06:24
4584,君帆,上櫃,電機機械,2026-06-19 06:24
4585,達明,上市,其他電子業,2026-06-19 06:24
4587,寶元數控,興櫃,電機機械,2026-06-19 06:24
4588,玖鼎電力,上市,其他電子業,2026-06-19 06:24
4589,碩陽電機,興櫃,電機機械,2026-06-19 06:24
4609,唐鋒,上櫃,居家生活,2026-06-19 06:24
4702,中美實,上櫃,居家生活,2026-06-19 06:24
4706,大恭,上櫃,化學工業,2026-06-19 06:24
4707,磐亞,上櫃,化學工業,2026-06-19 06:24
4711,永純,上櫃,化學工業,2026-06-19 06:24
4714,永捷,上櫃,化學工業,2026-06-19 06:24
4716,大立,上櫃,化學工業,2026-06-19 06:24
4720,德淵,上市,化學工業,2026-06-19 06:24
4721,美琪瑪,上櫃,化學工業,2026-06-19 06:24
4722,國精化,上市,化學工業,2026-06-19 06:24
4724,宣捷幹細胞,興櫃,生技醫療業,2026-06-19 06:24
4726,永昕,上櫃,生技醫療業,2026-06-19 06:24
4728,雙美,上櫃,生技醫療業,2026-06-19 06:24
4729,熒茂,上櫃,光電業,2026-06-19 06:24
4732,彥臣,興櫃,生技醫療業,2026-06-19 06:24
4735,豪展,上櫃,生技醫療業,2026-06-19 06:24
4736,泰博,上市,生技醫療業,2026-06-19 06:24
4737,華廣,上市,生技醫療業,2026-06-19 06:24
4738,大同精化,興櫃,化學工業,2026-06-19 06:24
4739,康普,上市,化學工業,2026-06-19 06:24
4741,泓瀚,上櫃,化學工業,2026-06-19 06:24
4743,合一,上櫃,生技醫療業,2026-06-19 06:24
4744,皇將,上櫃,生技醫療業,2026-06-19 06:24
4745,合富-KY,上櫃,生技醫療業,2026-06-19 06:24
4746,台耀,上市,生技醫療業,2026-06-19 06:24
4747,強生,上櫃,生技醫療業,2026-06-19 06:24
4749,新應材,上櫃,半導體業,2026-06-19 06:24
4754,國碳科,上櫃,化學工業,2026-06-19 06:24
4755,三福化,上市,化學工業,2026-06-19 06:24
4760,勤凱,上櫃,其他電子業,2026-06-19 06:24
4763,材料*-KY,上市,化學工業,2026-06-19 06:24
4764,雙鍵,上市,化學工業,2026-06-19 06:24
4765,磐采,興櫃,化學工業,2026-06-19 06:24
4766,南寶,上市,化學工業,2026-06-19 06:24
4767,誠泰科技,上櫃,化學工業,2026-06-19 06:24
4768,晶呈科技,上櫃,化學工業,2026-06-19 06:24
4770,上品,上市,化學工業,2026-06-19 06:24
4771,望隼,上市,生技醫療業,2026-06-19 06:24
4772,台特化,上櫃,化學工業,2026-06-19 06:24
4804,大略-KY,上櫃,觀光餐旅,2026-06-19 06:24
4806,桂田文創,上櫃,文化創意業,2026-06-19 06:24
4807,日成-KY,上市,貿易百貨業,2026-06-19 06:24
4903,聯光通,上櫃,通信網路業,2026-06-19 06:24
4904,遠傳,上市,通信網路業,2026-06-19 06:24
4905,台聯電,上櫃,生技醫療業,2026-06-19 06:24
4906,正文,上市,通信網路業,2026-06-19 06:24
4907,富宇,上櫃,建材營造業,2026-06-19 06:24
4908,前鼎,上櫃,通信網路業,2026-06-19 06:24
4909,新復興,上櫃,通信網路業,2026-06-19 06:24
4911,德英,上櫃,生技醫療業,2026-06-19 06:24
4912,聯德控股-KY,上市,電子零組件業,2026-06-19 06:24
4915,致伸,上市,電子零組件業,2026-06-19 06:24
4916,事欣科,上市,電腦及週邊設備業,2026-06-19 06:24
4919,新唐,上市,半導體業,2026-06-19 06:24
4923,力士,上櫃,半導體業,2026-06-19 06:24
4924,欣厚-KY,上櫃,綠能環保,2026-06-19 06:24
4925,智微,興櫃,半導體業,2026-06-19 06:24
4927,泰鼎-KY,上市,電子零組件業,2026-06-19 06:24
4930,燦星網,上市,電器電纜,2026-06-19 06:24
4931,新盛力,上櫃,電腦及週邊設備業,2026-06-19 06:24
4933,友輝,上櫃,光電業,2026-06-19 06:24
4934,太極,上市,光電業,2026-06-19 06:24
4935,茂林-KY,上市,光電業,2026-06-19 06:24
4938,和碩,上市,電腦及週邊設備業,2026-06-19 06:24
4939,亞電,上櫃,電子零組件業,2026-06-19 06:24
4942,嘉彰,上市,光電業,2026-06-19 06:24
4943,康控-KY,上市,電子零組件業,2026-06-19 06:24
4946,辣椒,上櫃,文化創意業,2026-06-19 06:24
4949,有成精密,上市,光電業,2026-06-19 06:24
4950,金耘國際,上櫃,鋼鐵工業,2026-06-19 06:24
4951,精拓科,上櫃,半導體業,2026-06-19 06:24
4952,凌通,上市,半導體業,2026-06-19 06:24
4953,緯軟,上櫃,資訊服務業,2026-06-19 06:24
4956,光鋐,上市,光電業,2026-06-19 06:24
4958,臻鼎-KY,上市,電子零組件業,2026-06-19 06:24
4960,誠美材,上市,光電業,2026-06-19 06:24
4961,天鈺,上市,半導體業,2026-06-19 06:24
4966,譜瑞-KY,上櫃,半導體業,2026-06-19 06:24
4967,十銓,上市,半導體業,2026-06-19 06:24
4968,立積,上市,半導體業,2026-06-19 06:24
4971,IET-KY,上櫃,半導體業,2026-06-19 06:24
4972,湯石照明,上櫃,光電業,2026-06-19 06:24
4973,廣穎,上櫃,半導體業,2026-06-19 06:24
4974,亞泰,上櫃,電子零組件業,2026-06-19 06:24
4976,佳凌,上市,光電業,2026-06-19 06:24
4977,眾達-KY,上市,通信網路業,2026-06-19 06:24
4979,華星光,上櫃,通信網路業,2026-06-19 06:24
4980,佐臻,興櫃,電子零組件業,2026-06-19 06:24
4989,榮科,上市,電子零組件業,2026-06-19 06:24
4991,環宇-KY,上櫃,半導體業,2026-06-19 06:24
4994,傳奇,上市,資訊服務業,2026-06-19 06:24
4995,晶達,上櫃,光電業,2026-06-19 06:24
4999,鑫禾,上市,電子零組件業,2026-06-19 06:24
5007,三星,上市,鋼鐵工業,2026-06-19 06:24
5009,榮剛,上櫃,鋼鐵工業,2026-06-19 06:24
5011,久陽,上櫃,鋼鐵工業,2026-06-19 06:24
5013,強新,上櫃,鋼鐵工業,2026-06-19 06:24
5014,建錩,上櫃,鋼鐵工業,2026-06-19 06:24
5015,華祺,上櫃,鋼鐵工業,2026-06-19 06:24
5016,松和,上櫃,鋼鐵工業,2026-06-19 06:24
5201,凱衛,上櫃,資訊服務業,2026-06-19 06:24
5202,力新,上櫃,資訊服務業,2026-06-19 06:24
5203,訊連,上市,資訊服務業,2026-06-19 06:24
5205,中茂,上櫃,綠能環保,2026-06-19 06:24
5206,坤悅,上櫃,建材營造業,2026-06-19 06:24
5209,新鼎,上櫃,其他業,2026-06-19 06:24
5210,寶碩,上櫃,資訊服務業,2026-06-19 06:24
5211,蒙恬,上櫃,資訊服務業,2026-06-19 06:24
5212,凌網,上櫃,資訊服務業,2026-06-19 06:24
5213,亞昕,上櫃,建材營造業,2026-06-19 06:24
5215,科嘉-KY,上市,電腦及週邊設備業,2026-06-19 06:24
5220,萬達光電,上櫃,光電業,2026-06-19 06:24
5222,全訊,上市,半導體業,2026-06-19 06:24
5223,安力-KY,上櫃,電腦及週邊設備業,2026-06-19 06:24
5225,東科-KY,上市,其他電子業,2026-06-19 06:24
5227,立凱-KY,上櫃,電子零組件業,2026-06-19 06:24
5228,鈺鎧,上櫃,電子零組件業,2026-06-19 06:24
5230,雷笛克光學,上櫃,光電業,2026-06-19 06:24
5234,達興材料,上市,光電業,2026-06-19 06:24
5236,凌陽創新,上櫃,半導體業,2026-06-19 06:24
5240,建騰,興櫃,光電業,2026-06-19 06:24
5243,乙盛-KY,上市,光電業,2026-06-19 06:24
5244,弘凱,上市,光電業,2026-06-19 06:24
5245,智晶,上櫃,光電業,2026-06-19 06:24
5246,勵威,興櫃,半導體業,2026-06-19 06:24
5248,景傳,興櫃,光電業,2026-06-19 06:24
5251,天鉞電,上櫃,光電業,2026-06-19 06:24
5254,欣訊科技,興櫃,電子零組件業,2026-06-19 06:24
5258,虹堡,上市,電腦及週邊設備業,2026-06-19 06:24
5262,立達,興櫃,半導體業,2026-06-19 06:24
5263,智崴,上櫃,文化創意業,2026-06-19 06:24
5267,龍翩,興櫃,光電業,2026-06-19 06:24
5269,祥碩,上市,半導體業,2026-06-19 06:24
5271,紘通,興櫃,電子零組件業,2026-06-19 06:24
5272,笙科,上櫃,半導體業,2026-06-19 06:24
5274,信驊,上櫃,半導體業,2026-06-19 06:24
5276,達輝-KY,上櫃,其他業,2026-06-19 06:24
5278,尚凡*,上櫃,數位雲端,2026-06-19 06:24
5283,禾聯碩,上市,電器電纜,2026-06-19 06:24
5284,jpp-KY,上市,其他業,2026-06-19 06:24
5285,界霖,上市,半導體業,2026-06-19 06:24
5287,數字,上櫃,數位雲端,2026-06-19 06:24
5288,豐祥-KY,上市,電機機械,2026-06-19 06:24
5289,宜鼎,上櫃,電腦及週邊設備業,2026-06-19 06:24
5291,邑昇,上櫃,電子零組件業,2026-06-19 06:24
5292,華懋,上市,綠能環保,2026-06-19 06:24
5297,廣化,興櫃,半導體業,2026-06-19 06:24
5299,杰力,上櫃,半導體業,2026-06-19 06:24
5301,寶得利,上櫃,觀光餐旅,2026-06-19 06:24
5302,太欣,上櫃,半導體業,2026-06-19 06:24
5306,桂盟,上市,運動休閒,2026-06-19 06:24
5309,系統電,上櫃,電子零組件業,2026-06-19 06:24
5310,天剛,上櫃,資訊服務業,2026-06-19 06:24
5312,寶島科,上櫃,生技醫療業,2026-06-19 06:24
5314,世紀*,上櫃,其他業,2026-06-19 06:24
5315,光聯,上櫃,光電業,2026-06-19 06:24
5321,美而快,上櫃,數位雲端,2026-06-19 06:24
5324,士開,上櫃,建材營造業,2026-06-19 06:24
5328,華容,上櫃,電子零組件業,2026-06-19 06:24
5340,建榮,上櫃,電子零組件業,2026-06-19 06:24
5344,立衛,上櫃,半導體業,2026-06-19 06:24
5345,馥鴻,上櫃,其他業,2026-06-19 06:24
5347,世界,上櫃,半導體業,2026-06-19 06:24
5348,正能量智能,上櫃,運動休閒,2026-06-19 06:24
5351,鈺創,上櫃,半導體業,2026-06-19 06:24
5353,台林,上櫃,通信網路業,2026-06-19 06:24
5355,佳總,上櫃,電子零組件業,2026-06-19 06:24
5356,協益,上櫃,電腦及週邊設備業,2026-06-19 06:24
5364,力麗店,上櫃,觀光餐旅,2026-06-19 06:24
5371,中光電,上櫃,光電業,2026-06-19 06:24
5381,光譜,上櫃,電機機械,2026-06-19 06:24
5386,青雲,上櫃,電腦及週邊設備業,2026-06-19 06:24
5388,中磊,上市,通信網路業,2026-06-19 06:24
5392,能率,上櫃,光電業,2026-06-19 06:24
5398,慕康生醫,上櫃,其他業,2026-06-19 06:24
5403,中菲,上櫃,資訊服務業,2026-06-19 06:24
5410,國眾,上櫃,資訊服務業,2026-06-19 06:24
5425,台半,上櫃,半導體業,2026-06-19 06:24
5426,振發,上櫃,電腦及週邊設備業,2026-06-19 06:24
5432,新門,上櫃,綠能環保,2026-06-19 06:24
5434,崇越,上市,電子通路業,2026-06-19 06:24
5438,東友,上櫃,電腦及週邊設備業,2026-06-19 06:24
5439,高技,上櫃,電子零組件業,2026-06-19 06:24
5443,均豪,上櫃,半導體業,2026-06-19 06:24
5450,南良,上櫃,其他業,2026-06-19 06:24
5452,佶優,上櫃,其他電子業,2026-06-19 06:24
5455,昇益,上櫃,建材營造業,2026-06-19 06:24
5457,宣德,上櫃,電子零組件業,2026-06-19 06:24
5460,同協,上櫃,電子零組件業,2026-06-19 06:24
5464,霖宏,上櫃,電子零組件業,2026-06-19 06:24
5465,富驊,上櫃,電腦及週邊設備業,2026-06-19 06:24
5468,凱鈺,上櫃,半導體業,2026-06-19 06:24
5469,瀚宇博,上市,電子零組件業,2026-06-19 06:24
5471,松翰,上市,半導體業,2026-06-19 06:24
5474,聰泰,上櫃,電腦及週邊設備業,2026-06-19 06:24
5475,德宏,上櫃,電子零組件業,2026-06-19 06:24
5478,智冠,上櫃,文化創意業,2026-06-19 06:24
5481,新華,上櫃,其他業,2026-06-19 06:24
5483,中美晶,上櫃,半導體業,2026-06-19 06:24
5484,慧友,上市,光電業,2026-06-19 06:24
5487,通泰,上櫃,半導體業,2026-06-19 06:24
5488,松普,上櫃,電子零組件業,2026-06-19 06:24
5489,彩富,上櫃,其他電子業,2026-06-19 06:24
5490,同亨,上櫃,電腦及週邊設備業,2026-06-19 06:24
5493,三聯,上櫃,其他電子業,2026-06-19 06:24
5498,凱崴,上櫃,電子零組件業,2026-06-19 06:24
5508,永信建,上櫃,建材營造業,2026-06-19 06:24
5511,德昌,上櫃,建材營造業,2026-06-19 06:24
5512,力麒,上櫃,建材營造業,2026-06-19 06:24
5514,三豐,上櫃,建材營造業,2026-06-19 06:24
5515,建國,上市,建材營造業,2026-06-19 06:24
5516,雙喜,上櫃,建材營造業,2026-06-19 06:24
5519,隆大,上市,建材營造業,2026-06-19 06:24
5520,力泰,上櫃,建材營造業,2026-06-19 06:24
5521,工信,上市,建材營造業,2026-06-19 06:24
5522,遠雄,上市,建材營造業,2026-06-19 06:24
5523,豐謙,上櫃,建材營造業,2026-06-19 06:24
5525,順天,上市,建材營造業,2026-06-19 06:24
5529,鉅陞,上櫃,建材營造業,2026-06-19 06:24
5530,龍巖,上櫃,其他業,2026-06-19 06:24
5531,鄉林,上市,建材營造業,2026-06-19 06:24
5533,皇鼎,上市,建材營造業,2026-06-19 06:24
5534,長虹,上市,建材營造業,2026-06-19 06:24
5536,聖暉*,上櫃,其他電子業,2026-06-19 06:24
5538,東明-KY,上市,鋼鐵工業,2026-06-19 06:24
5543,桓鼎-KY,上櫃,建材營造業,2026-06-19 06:24
5546,永固-KY,上市,建材營造業,2026-06-19 06:24
5547,久舜,上櫃,建材營造業,2026-06-19 06:24
5548,安倉,上櫃,建材營造業,2026-06-19 06:24
5601,台聯櫃,上櫃,航運業,2026-06-19 06:24
5603,陸海,上櫃,航運業,2026-06-19 06:24
5604,中連,上櫃,其他業,2026-06-19 06:24
5607,遠雄港,上市,航運業,2026-06-19 06:24
5608,四維航,上市,航運業,2026-06-19 06:24
5609,中菲行,上櫃,航運業,2026-06-19 06:24
5701,劍湖山,上櫃,觀光餐旅,2026-06-19 06:24
5703,亞都,上櫃,觀光餐旅,2026-06-19 06:24
5704,老爺知,上櫃,觀光餐旅,2026-06-19 06:24
5706,鳳凰,上市,觀光餐旅,2026-06-19 06:24
5859,遠壽,興櫃,金融保險業,2026-06-19 06:24
5863,瑞興銀,興櫃,金融保險業,2026-06-19 06:24
5864,致和證,上櫃,金融保險業,2026-06-19 06:24
5871,中租-KY,上市,其他業,2026-06-19 06:24
5876,上海商銀,上市,金融保險業,2026-06-19 06:24
5878,台名,上櫃,金融保險業,2026-06-19 06:24
5880,合庫金,上市,金融保險業,2026-06-19 06:24
5902,德記,上櫃,居家生活,2026-06-19 06:24
5903,全家,上櫃,居家生活,2026-06-19 06:24
5904,寶雅,上櫃,居家生活,2026-06-19 06:24
5905,南仁湖,上櫃,觀光餐旅,2026-06-19 06:24
5906,台南-KY,上市,貿易百貨業,2026-06-19 06:24
5907,大洋-KY,上市,貿易百貨業,2026-06-19 06:24
6005,群益證,上市,金融保險業,2026-06-19 06:24
6015,宏遠證,上櫃,金融保險業,2026-06-19 06:24
6016,康和證,上櫃,金融保險業,2026-06-19 06:24
6020,大展證,上櫃,金融保險業,2026-06-19 06:24
6021,美好證,上櫃,金融保險業,2026-06-19 06:24
6023,元大期,上櫃,金融保險業,2026-06-19 06:24
6024,群益期,上市,金融保險業,2026-06-19 06:24
6026,福邦證,上櫃,金融保險業,2026-06-19 06:24
6027,德信,興櫃,金融保險業,2026-06-19 06:24
6028,公勝保經,上櫃,金融保險業,2026-06-19 06:24
6035,悠遊卡,興櫃,金融保險業,2026-06-19 06:24
6101,寬魚國際,上櫃,文化創意業,2026-06-19 06:24
6103,合邦,上櫃,半導體業,2026-06-19 06:24
6104,創惟,上櫃,半導體業,2026-06-19 06:24
6108,競國,上市,電子零組件業,2026-06-19 06:24
6109,亞元,上櫃,通信網路業,2026-06-19 06:24
6111,光聚晶電,上櫃,文化創意業,2026-06-19 06:24
6112,邁達特,上市,資訊服務業,2026-06-19 06:24
6113,亞矽,上櫃,電子通路業,2026-06-19 06:24
6114,久威,上櫃,電子零組件業,2026-06-19 06:24
6115,鎰勝,上市,電子零組件業,2026-06-19 06:24
6116,彩晶,上市,光電業,2026-06-19 06:24
6117,迎廣,上市,電腦及週邊設備業,2026-06-19 06:24
6118,建達,上櫃,電子通路業,2026-06-19 06:24
6120,達運,上市,光電業,2026-06-19 06:24
6121,新普,上櫃,電腦及週邊設備業,2026-06-19 06:24
6122,擎邦,上櫃,電機機械,2026-06-19 06:24
6123,上奇,上櫃,資訊服務業,2026-06-19 06:24
6124,業強,上櫃,電子零組件業,2026-06-19 06:24
6125,廣運,上櫃,電機機械,2026-06-19 06:24
6126,信音,上櫃,電子零組件業,2026-06-19 06:24
6127,九豪,上櫃,電子零組件業,2026-06-19 06:24
6128,上福,上市,電腦及週邊設備業,2026-06-19 06:24
6129,普誠,上櫃,半導體業,2026-06-19 06:24
6130,上亞科技,上櫃,生技醫療業,2026-06-19 06:24
6133,金橋,上市,電子零組件業,2026-06-19 06:24
6134,萬旭,上櫃,電子零組件業,2026-06-19 06:24
6136,富爾特,上市,通信網路業,2026-06-19 06:24
6138,茂達,上櫃,半導體業,2026-06-19 06:24
6139,亞翔,上市,其他電子業,2026-06-19 06:24
6140,訊達,上櫃,資訊服務業,2026-06-19 06:24
6141,柏承,上市,電子零組件業,2026-06-19 06:24
6142,友勁,上市,通信網路業,2026-06-19 06:24
6143,振曜,上櫃,通信網路業,2026-06-19 06:24
6144,得利影,上櫃,文化創意業,2026-06-19 06:24
6146,耕興,上櫃,其他電子業,2026-06-19 06:24
6147,頎邦,上櫃,半導體業,2026-06-19 06:24
6148,驊宏資,上櫃,資訊服務業,2026-06-19 06:24
6150,撼訊,上櫃,電腦及週邊設備業,2026-06-19 06:24
6151,晉倫,上櫃,其他電子業,2026-06-19 06:24
6152,百一,上市,通信網路業,2026-06-19 06:24
6153,嘉聯益,上市,電子零組件業,2026-06-19 06:24
6154,順發,上櫃,電子通路業,2026-06-19 06:24
6155,鈞寶,上市,電子零組件業,2026-06-19 06:24
6156,松上,上櫃,電子零組件業,2026-06-19 06:24
6158,禾昌,上櫃,電子零組件業,2026-06-19 06:24
6160,欣技,上櫃,電腦及週邊設備業,2026-06-19 06:24
6161,捷波,上櫃,電腦及週邊設備業,2026-06-19 06:24
6163,華電網,上櫃,資訊服務業,2026-06-19 06:24
6164,華興,上市,光電業,2026-06-19 06:24
6165,浪凡,上市,數位雲端,2026-06-19 06:24
6166,凌華,上市,電腦及週邊設備業,2026-06-19 06:24
6167,久正,上櫃,光電業,2026-06-19 06:24
6168,宏齊,上市,光電業,2026-06-19 06:24
6169,昱泉,上櫃,文化創意業,2026-06-19 06:24
6170,統振,上櫃,通信網路業,2026-06-19 06:24
6171,大城地產,上櫃,建材營造業,2026-06-19 06:24
6173,信昌電,上櫃,電子零組件業,2026-06-19 06:24
6174,安��,上櫃,電子零組件業,2026-06-19 06:24
6175,立敦,上櫃,電子零組件業,2026-06-19 06:24
6176,瑞儀,上市,光電業,2026-06-19 06:24
6177,達麗,上市,建材營造業,2026-06-19 06:24
6179,亞通,上櫃,其他業,2026-06-19 06:24
6180,橘子,上櫃,文化創意業,2026-06-19 06:24
6182,合晶,上櫃,半導體業,2026-06-19 06:24
6183,關貿,上市,資訊服務業,2026-06-19 06:24
6184,大豐電,上市,其他業,2026-06-19 06:24
6185,幃翔,上櫃,電子零組件業,2026-06-19 06:24
6186,新潤,上櫃,建材營造業,2026-06-19 06:24
6187,萬潤,上櫃,半導體業,2026-06-19 06:24
6188,廣明,上櫃,電腦及週邊設備業,2026-06-19 06:24
6189,豐藝,上市,電子通路業,2026-06-19 06:24
6190,萬泰科,上櫃,通信網路業,2026-06-19 06:24
6191,精成科,上市,電子零組件業,2026-06-19 06:24
6192,巨路,上市,其他電子業,2026-06-19 06:24
6194,育富,上櫃,電子零組件業,2026-06-19 06:24
6195,詩肯,上櫃,居家生活,2026-06-19 06:24
6196,帆宣,上市,其他電子業,2026-06-19 06:24
6197,佳必琪,上市,電子零組件業,2026-06-19 06:24
6198,瑞築,上櫃,建材營造業,2026-06-19 06:24
6199,天品,上櫃,其他業,2026-06-19 06:24
6201,亞弘電,上市,其他電子業,2026-06-19 06:24
6202,盛群,上市,半導體業,2026-06-19 06:24
6203,海韻電,上櫃,電子零組件業,2026-06-19 06:24
6204,艾華,上櫃,電子零組件業,2026-06-19 06:24
6205,詮欣,上市,電子零組件業,2026-06-19 06:24
6206,飛捷,上市,電腦及週邊設備業,2026-06-19 06:24
6207,雷科,上櫃,電子零組件業,2026-06-19 06:24
6208,日揚,上櫃,半導體業,2026-06-19 06:24
6209,今國光,上市,光電業,2026-06-19 06:24
6210,慶生,上櫃,電子零組件業,2026-06-19 06:24
6212,理銘,上櫃,建材營造業,2026-06-19 06:24
6213,聯茂,上市,電子零組件業,2026-06-19 06:24
6214,精誠,上市,資訊服務業,2026-06-19 06:24
6215,和椿,上市,其他電子業,2026-06-19 06:24
6216,居易,上市,通信網路業,2026-06-19 06:24
6217,中探針,上櫃,電子零組件業,2026-06-19 06:24
6218,豪勉,上櫃,通信網路業,2026-06-19 06:24
6219,富旺,上櫃,建材營造業,2026-06-19 06:24
6220,岳豐,上櫃,電子零組件業,2026-06-19 06:24
6221,晉泰,上櫃,資訊服務業,2026-06-19 06:24
6222,立軒,上櫃,光電業,2026-06-19 06:24
6223,旺矽,上櫃,半導體業,2026-06-19 06:24
6224,聚鼎,上市,電子零組件業,2026-06-19 06:24
6225,天瀚,上市,光電業,2026-06-19 06:24
6226,光鼎,上市,光電業,2026-06-19 06:24
6227,茂綸,上櫃,電子通路業,2026-06-19 06:24
6228,全譜,上櫃,電腦及週邊設備業,2026-06-19 06:24
6229,研通,上櫃,半導體業,2026-06-19 06:24
6230,尼得科超眾,上市,電腦及週邊設備業,2026-06-19 06:24
6231,系微,上櫃,資訊服務業,2026-06-19 06:24
6233,旺玖,上櫃,半導體業,2026-06-19 06:24
6234,高僑,上櫃,光電業,2026-06-19 06:24
6235,華孚,上市,電腦及週邊設備業,2026-06-19 06:24
6236,中湛,上櫃,數位雲端,2026-06-19 06:24
6237,驊訊,上櫃,半導體業,2026-06-19 06:24
6239,力成,上市,半導體業,2026-06-19 06:24
6240,松崗,上櫃,資訊服務業,2026-06-19 06:24
6241,鑫永洋,上櫃,通信網路業,2026-06-19 06:24
6242,立康,上櫃,生技醫療業,2026-06-19 06:24
6243,迅杰,上市,半導體業,2026-06-19 06:24
6244,茂迪,上櫃,光電業,2026-06-19 06:24
6245,立端,上櫃,通信網路業,2026-06-19 06:24
6246,臺龍,上櫃,光電業,2026-06-19 06:24
6248,沛波,上櫃,鋼鐵工業,2026-06-19 06:24
6257,矽格,上市,半導體業,2026-06-19 06:24
6259,百徽,上櫃,電子零組件業,2026-06-19 06:24
6261,久元,上櫃,半導體業,2026-06-19 06:24
6263,普萊德,上櫃,通信網路業,2026-06-19 06:24
6264,富裔,上櫃,建材營造業,2026-06-19 06:24
6265,方土昶,上櫃,電子通路業,2026-06-19 06:24
6266,泰詠,上櫃,電子零組件業,2026-06-19 06:24
